,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
321,MYL,Mylan N.V.,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-65.98,-1.18,1635.11,-1701.09,3.0,2.0,60.0,-1251.84,-22.42,545.0,-851.0,34 days 09:36:00,5,40.0,60.0,0.96
322,NDAQ,"Nasdaq, Inc.",Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6384.71,37.04,7834.92,-1450.21,13.0,7.0,65.0,-1572.67,-9.12,603.0,-207.0,7 days 13:12:00,20,15.0,85.0,5.4
323,NOV,National Oilwell Varco Inc.,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4757.1,62.32,6275.38,-1518.28,18.0,9.0,66.67,-1052.7,-13.79,349.0,-169.0,5 days 02:40:00,27,44.44,55.56,4.13
324,NAVI,Navient,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,522.17,11.23,1087.97,-565.8,7.0,5.0,58.33,-433.26,-9.32,155.0,-113.0,8 days 06:00:00,12,41.67,58.33,1.92
325,NKTR,Nektar Therapeutics,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3506.1,91.81,3711.81,-205.71,20.0,4.0,83.33,-349.6,-9.15,186.0,-51.0,5 days 03:00:00,24,79.17,20.83,18.04
326,NTAP,NetApp,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2383.57,36.83,3177.46,-793.89,8.0,4.0,66.67,-1262.02,-19.5,397.0,-198.0,9 days 12:00:00,12,41.67,58.33,4.0
327,NFLX,Netflix Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1166.66,16.94,3013.27,-1846.61,3.0,4.0,42.86,-1039.86,-15.09,1004.0,-462.0,30 days 06:51:25.714285,7,85.71,14.29,1.63
328,NWL,Newell Brands,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,709.47,7.64,2151.17,-1441.7,6.0,3.0,66.67,-1522.2,-16.38,359.0,-481.0,8 days 18:40:00,9,55.56,44.44,1.49
329,NEM,Newmont Mining Corporation,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,303451.56,-14.3,303451.56,0.0,1.0,0.0001,99.99,-405471.07,19.1,303452.0,0.0,0 days 00:00:00,1,0.0,100.0,inf
330,NWSA,News Corp. Class A,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,44.82,0.66,1722.32,-1677.5,9.0,9.0,50.0,-294.06,-4.34,191.0,-186.0,11 days 00:00:00,18,50.0,50.0,1.03
331,NWS,News Corp. Class B,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2108.63,30.07,2964.91,-856.28,22.0,10.0,68.75,-187.44,-2.67,135.0,-86.0,5 days 09:00:00,32,46.88,53.12,3.46
332,NEE,NextEra Energy,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,8359.31,17.23,13710.84,-5351.53,22.0,8.0,73.33,-1902.42,-3.92,623.0,-669.0,5 days 21:36:00,30,16.67,83.33,2.56
333,NLSN,Nielsen Holdings,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1409.84,13.52,3119.95,-1710.11,16.0,5.0,76.19,-903.72,-8.67,195.0,-342.0,6 days 14:51:25.714285,21,85.71,14.29,1.82
334,NKE,Nike,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1785.13,15.36,4538.86,-2753.73,10.0,7.0,58.82,-1066.5,-9.18,454.0,-393.0,11 days 18:21:10.588235,17,52.94,47.06,1.65
335,NI,NiSource Inc.,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,8453.88,21.86,10984.99,-2531.11,11.0,6.0,64.71,-2508.5,-6.49,999.0,-422.0,10 days 11:17:38.823529,17,11.76,88.24,4.34
336,NBL,Noble Energy Inc,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3101.75,49.68,4769.7,-1667.95,16.0,6.0,72.73,-1035.45,-16.59,298.0,-278.0,9 days 06:32:43.636363,22,50.0,50.0,2.86
337,JWN,Nordstrom,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2911.81,19.85,5397.16,-2485.35,4.0,4.0,50.0,-1774.44,-12.1,1349.0,-621.0,26 days 09:00:00,8,62.5,37.5,2.17
338,NSC,Norfolk Southern Corp.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1838.01,24.18,2472.96,-634.95,10.0,3.0,76.92,-501.93,-6.6,247.0,-212.0,16 days 07:23:04.615384,13,46.15,53.85,3.89
339,NTRS,Northern Trust Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4117.42,50.64,5118.12,-1000.7,17.0,5.0,77.27,-336.16,-4.13,301.0,-200.0,7 days 16:21:49.090909,22,72.73,27.27,5.11
340,NOC,Northrop Grumman Corp.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2638.73,22.13,5176.05,-2537.32,17.0,9.0,65.38,-1113.2,-9.34,304.0,-282.0,6 days 14:46:09.230769,26,19.23,80.77,2.04
341,NCLH,Norwegian Cruise Line,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1305.76,22.85,1355.08,-49.32,3.0,2.0,60.0,-471.6,-8.25,452.0,-25.0,3 days 09:36:00,5,20.0,80.0,27.48
342,NRG,NRG Energy,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-3242.47,-25.26,0.0,-3242.47,0.0001,4.0,0.0,-1511.46,-11.77,0.0,-811.0,38 days 12:00:00,4,100.0,0.0,0.0
343,NUE,Nucor Corp.,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2377.04,38.13,2946.45,-569.41,20.0,7.0,74.07,-367.72,-5.9,147.0,-81.0,6 days 21:20:00,27,66.67,33.33,5.17
344,NVDA,Nvidia Corporation,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,752.24,14.95,1403.54,-651.3,4.0,2.0,66.67,-408.68,-8.12,351.0,-326.0,25 days 20:00:00,6,16.67,83.33,2.15
345,ORLY,O'Reilly Automotive,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,7927.78,52.85,9842.6,-1914.82,29.0,9.0,76.32,-668.46,-4.46,339.0,-213.0,3 days 13:53:41.052631,38,63.16,36.84,5.14
346,OXY,Occidental Petroleum,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2705.13,-25.62,0.0,-2705.13,0.0001,4.0,0.0,-1606.33,-15.21,0.0,-676.0,44 days 18:00:00,4,100.0,0.0,0.0
347,OMC,Omnicom Group,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3441.85,20.42,3586.49,-144.64,11.0,1.0,91.67,-917.7,-5.44,326.0,-145.0,17 days 02:00:00,12,41.67,58.33,24.8
348,OKE,ONEOK,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3907.8,47.43,4370.79,-462.99,11.0,2.0,84.62,-463.89,-5.63,397.0,-231.0,15 days 16:36:55.384615,13,76.92,23.08,9.44
349,PAYX,Paychex Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2374.77,-19.62,593.85,-2968.62,1.0,5.0,16.67,-327.45,-2.71,594.0,-594.0,5 days 12:00:00,6,16.67,83.33,0.2
350,PYPL,PayPal,Information Technology,227 days 00:00:00,2018-12-24 00:00:00,2019-08-08 00:00:00,4119.04,40.54,5370.64,-1251.6,5.0,2.0,71.43,-1294.55,-12.74,1074.0,-626.0,26 days 17:08:34.285714,7,85.71,14.29,4.29
351,PNR,Pentair Ltd.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,358.66,4.28,358.66,0.0,1.0,0.0001,99.99,-791.34,-9.44,359.0,0.0,0 days 00:00:00,1,0.0,100.0,inf
352,PBCT,People's United Financial,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2604.94,32.7,3861.01,-1256.07,25.0,10.0,71.43,-491.62,-6.17,154.0,-126.0,4 days 19:53:08.571428,35,51.43,48.57,3.07
353,PEP,PepsiCo Inc.,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6609.42,35.9,7202.17,-592.75,34.0,4.0,89.47,-509.64,-2.77,212.0,-148.0,4 days 09:28:25.263157,38,50.0,50.0,12.15
354,PKI,PerkinElmer,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4038.26,57.38,4838.76,-800.5,14.0,3.0,82.35,-470.73,-6.69,346.0,-267.0,9 days 05:38:49.411764,17,47.06,52.94,6.04
355,PRGO,Perrigo,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1099.31,16.91,2569.06,-1469.75,6.0,3.0,66.67,-275.28,-4.24,428.0,-490.0,23 days 08:00:00,9,44.44,55.56,1.75
356,PFE,Pfizer Inc.,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,9209.67,54.89,10610.6,-1400.93,20.0,9.0,68.97,-1755.18,-10.46,531.0,-156.0,5 days 19:51:43.448275,29,37.93,62.07,7.57
357,PCG,PG&E Corp.,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,24779.05,90.98,38465.72,-13686.67,4.0,5.0,44.44,-8664.01,-31.81,9616.0,-2737.0,21 days 00:00:00,9,88.89,11.11,2.81
358,PM,Philip Morris International,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4260.56,40.86,4284.96,-24.4,14.0,1.0,93.33,-1821.3,-17.47,306.0,-24.0,13 days 11:12:00,15,66.67,33.33,175.61
359,PSX,Phillips 66,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4716.81,51.51,5192.02,-475.21,16.0,5.0,76.19,-773.8,-8.45,325.0,-95.0,8 days 16:00:00,21,57.14,42.86,10.93
360,PNW,Pinnacle West Capital,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1632.96,-2.37,0.0,-1632.96,0.0001,1.0,0.01,-5131.62,-7.44,0.0,-1633.0,0 days 00:00:00,1,0.0,100.0,0.0
361,PXD,Pioneer Natural Resources,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4234.61,56.18,5828.15,-1593.54,19.0,5.0,79.17,-688.5,-9.13,307.0,-319.0,8 days 04:00:00,24,58.33,41.67,3.66
362,PNC,PNC Financial Services,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1203.89,13.32,1203.89,0.0,5.0,0.0001,100.0,-628.52,-6.95,241.0,0.0,20 days 14:24:00,5,100.0,0.0,inf
363,RL,Polo Ralph Lauren Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,7521.59,72.81,8789.15,-1267.56,19.0,8.0,70.37,-1615.5,-15.64,463.0,-158.0,6 days 03:33:20,27,25.93,74.07,6.93
364,PPG,PPG Industries,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5182.59,63.41,5628.72,-446.13,25.0,6.0,80.65,-411.93,-5.04,225.0,-74.0,5 days 03:52:15.483870,31,61.29,38.71,12.62
365,PPL,PPL Corp.,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5989.17,30.07,6054.17,-65.0,11.0,1.0,91.67,-715.95,-3.59,550.0,-65.0,11 days 10:00:00,12,50.0,50.0,93.14
366,PFG,Principal Financial Group,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-335.13,-5.06,484.21,-819.34,2.0,1.0,66.67,-389.58,-5.88,242.0,-819.0,22 days 00:00:00,3,66.67,33.33,0.59
367,PG,Procter & Gamble,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2558.66,-9.82,2834.97,-5393.63,4.0,4.0,50.0,-750.4,-2.88,709.0,-1348.0,15 days 06:00:00,8,12.5,87.5,0.53
368,PGR,Progressive Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5567.7,35.77,6858.41,-1290.71,17.0,3.0,85.0,-802.38,-5.15,403.0,-430.0,5 days 20:24:00,20,45.0,55.0,5.31
369,PLD,Prologis,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,162.67,1.86,913.63,-750.96,3.0,6.0,33.33,-883.4,-10.11,305.0,-125.0,19 days 21:20:00,9,11.11,88.89,1.22
370,PRU,Prudential Financial,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-828.98,-12.87,908.46,-1737.44,2.0,3.0,40.0,-1018.71,-15.82,454.0,-579.0,45 days 14:24:00,5,40.0,60.0,0.52
371,PVH,PVH Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4661.72,72.17,4922.72,-261.0,19.0,4.0,82.61,-1311.92,-20.31,259.0,-65.0,6 days 20:52:10.434782,23,52.17,47.83,18.86
372,QRVO,Qorvo,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4871.15,59.54,6876.85,-2005.7,21.0,7.0,75.0,-1493.86,-18.26,327.0,-287.0,5 days 15:25:42.857142,28,60.71,39.29,3.43
373,DGX,Quest Diagnostics,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,356.25,3.59,1395.8,-1039.55,5.0,5.0,50.0,-334.08,-3.36,279.0,-208.0,15 days 14:24:00,10,40.0,60.0,1.34
374,RRC,Range Resources Corp.,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2565.88,22.04,5150.01,-2584.13,9.0,5.0,64.29,-2074.17,-17.82,572.0,-517.0,9 days 05:08:34.285714,14,78.57,21.43,1.99
375,RJF,Raymond James Financial Inc.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2163.52,33.48,3022.02,-858.5,15.0,7.0,68.18,-308.89,-4.78,201.0,-123.0,7 days 05:27:16.363636,22,86.36,13.64,3.52
376,RTN,Raytheon Co.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,10302.68,81.98,11223.61,-920.93,35.0,7.0,83.33,-1043.9,-8.31,321.0,-132.0,3 days 16:00:00,42,42.86,57.14,12.19
377,O,Realty Income Corporation,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,32770.12,61.31,34462.7,-1692.58,24.0,3.0,88.89,-1595.37,-2.98,1436.0,-564.0,5 days 12:26:40,27,74.07,25.93,20.36
378,RHT,Red Hat Inc.,Information Technology,231 days 00:00:00,2018-11-19 00:00:00,2019-07-08 00:00:00,602.48,2.23,1535.18,-932.7,7.0,6.0,53.85,-244.2,-0.9,219.0,-155.0,11 days 09:13:50.769230,13,23.08,76.92,1.65
379,REG,Regency Centers Corporation,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,10335.33,56.53,10734.43,-399.1,26.0,4.0,86.67,-471.0,-2.58,413.0,-100.0,5 days 12:48:00,30,76.67,23.33,26.9
380,REGN,Regeneron,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,9324.02,114.9,9526.09,-202.07,38.0,5.0,88.37,-1550.0,-19.1,251.0,-40.0,3 days 04:27:54.418604,43,39.53,60.47,47.14
381,RF,Regions Financial Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-196.11,-2.96,1370.69,-1566.8,6.0,6.0,50.0,-995.33,-15.03,228.0,-261.0,16 days 12:00:00,12,0.0,100.0,0.87
382,RSG,Republic Services Inc,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1414.04,6.88,1416.7,-2.66,4.0,1.0,80.0,-63.94,-0.31,354.0,-3.0,4 days 19:12:00,5,100.0,0.0,532.59
383,RMD,ResMed,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3906.24,21.0,7299.2,-3392.96,12.0,5.0,70.59,-3576.22,-19.23,608.0,-679.0,7 days 19:45:52.941176,17,17.65,82.35,2.15
384,RHI,Robert Half International,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2005.65,26.94,3846.71,-1841.06,12.0,7.0,63.16,-1366.2,-18.35,321.0,-263.0,9 days 22:44:12.631578,19,10.53,89.47,2.09
385,ROK,Rockwell Automation Inc.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,293.34,4.18,817.74,-524.4,4.0,1.0,80.0,-609.31,-8.69,204.0,-524.0,41 days 04:48:00,5,100.0,0.0,1.56
386,ROP,Roper Technologies,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1245.93,-14.61,778.36,-2024.29,3.0,5.0,37.5,-211.52,-2.48,259.0,-405.0,7 days 00:00:00,8,12.5,87.5,0.38
387,ROST,Ross Stores,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6613.24,48.89,7351.3,-738.06,18.0,7.0,72.0,-444.6,-3.29,408.0,-105.0,6 days 01:55:12,25,84.0,16.0,9.96
388,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-1499.02,-22.07,1917.81,-3416.83,7.0,9.0,43.75,-546.84,-8.05,274.0,-380.0,12 days 00:00:00,16,56.25,43.75,0.56
389,SPGI,"S&P Global, Inc.",Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-336.56,-3.44,1790.83,-2127.39,14.0,11.0,56.0,-401.79,-4.11,128.0,-193.0,4 days 12:28:48,25,36.0,64.0,0.84
390,CRM,Salesforce.com,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4593.14,51.92,5927.08,-1333.94,20.0,8.0,71.43,-898.8,-10.16,296.0,-167.0,6 days 07:42:51.428571,28,25.0,75.0,4.44
391,SBAC,SBA Communications,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,9107.03,61.74,9430.42,-323.39,28.0,3.0,90.32,-364.77,-2.47,337.0,-108.0,5 days 09:17:25.161290,31,64.52,35.48,29.16
392,SLB,Schlumberger Ltd.,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2881.06,45.7,3189.87,-308.81,12.0,3.0,80.0,-761.6,-12.08,266.0,-103.0,7 days 16:00:00,15,20.0,80.0,10.33
393,STX,Seagate Technology,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,965.74,14.41,2305.39,-1339.65,9.0,7.0,56.25,-824.27,-12.3,256.0,-191.0,12 days 12:00:00,16,6.25,93.75,1.72
394,SEE,Sealed Air,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5645.26,54.27,7018.91,-1373.65,21.0,7.0,75.0,-768.9,-7.39,334.0,-196.0,6 days 18:00:00,28,28.57,71.43,5.11
395,SRE,Sempra Energy,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,11817.38,53.26,12427.88,-610.5,29.0,2.0,93.55,-560.64,-2.53,429.0,-305.0,5 days 06:11:36.774193,31,61.29,38.71,20.36
396,SHW,Sherwin-Williams,Materials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4729.99,62.58,4729.99,0.0,26.0,0.0001,100.0,-334.08,-4.42,182.0,0.0,6 days 06:27:41.538461,26,80.77,19.23,inf
397,SPG,Simon Property Group Inc,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1896.69,11.88,3763.91,-1867.22,8.0,7.0,53.33,-1117.8,-7.0,470.0,-267.0,13 days 11:12:00,15,93.33,6.67,2.02
398,SWKS,Skyworks Solutions,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6909.08,78.19,7864.78,-955.7,14.0,6.0,70.0,-1054.39,-11.93,562.0,-159.0,9 days 00:00:00,20,55.0,45.0,8.23
399,SLG,SL Green Realty,Real Estate,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6440.63,75.84,6859.82,-419.19,33.0,6.0,84.62,-626.05,-7.37,208.0,-70.0,3 days 23:23:04.615384,39,23.08,76.92,16.36
400,SNA,Snap-On Inc.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3161.88,38.8,3161.88,0.0,9.0,0.0001,100.0,-577.36,-7.08,351.0,0.0,24 days 05:20:00,9,55.56,44.44,inf
401,SO,Southern Co.,Utilities,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,15806.4,34.35,16611.2,-804.8,7.0,1.0,87.5,-804.8,-1.75,2373.0,-805.0,27 days 03:00:00,8,100.0,0.0,20.64
402,LUV,Southwest Airlines,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,5283.38,84.77,5469.03,-185.65,22.0,2.0,91.67,-401.03,-6.43,249.0,-93.0,6 days 10:00:00,24,66.67,33.33,29.46
403,SWK,Stanley Black & Decker,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4811.61,69.2,5941.36,-1129.75,27.0,9.0,75.0,-872.64,-12.55,220.0,-126.0,4 days 14:40:00,36,30.56,69.44,5.26
404,SBUX,Starbucks Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2347.95,13.59,5909.41,-3561.46,22.0,10.0,68.75,-878.43,-5.08,269.0,-356.0,5 days 07:30:00,32,25.0,75.0,1.66
405,STT,State Street Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1173.74,17.74,3199.25,-2025.51,10.0,8.0,55.56,-1105.0,-16.7,320.0,-253.0,10 days 16:00:00,18,22.22,77.78,1.58
406,SRCL,Stericycle Inc,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2740.02,35.73,4055.01,-1314.99,8.0,4.0,66.67,-1143.45,-14.91,507.0,-329.0,11 days 06:00:00,12,41.67,58.33,3.08
407,SYK,Stryker Corp.,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-97.12,-0.78,3177.15,-3274.27,10.0,6.0,62.5,-280.73,-2.25,318.0,-546.0,9 days 04:30:00,16,31.25,68.75,0.97
408,STI,SunTrust Banks,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3632.29,56.76,4969.11,-1336.82,17.0,6.0,73.91,-602.88,-9.42,292.0,-223.0,5 days 21:54:46.956521,23,26.09,73.91,3.72
409,SIVB,SVB Financial,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3288.57,76.29,3986.52,-697.95,18.0,7.0,72.0,-176.13,-4.09,221.0,-100.0,7 days 06:43:12,25,84.0,16.0,5.71
410,SYMC,Symantec Corp.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3308.12,43.95,5219.02,-1910.9,13.0,8.0,61.9,-1053.69,-14.0,401.0,-239.0,9 days 04:34:17.142857,21,57.14,42.86,2.73
411,SYF,Synchrony Financial,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,3717.12,44.17,3943.3,-226.18,12.0,4.0,75.0,-526.88,-6.26,329.0,-57.0,8 days 09:00:00,16,12.5,87.5,17.43
412,SNPS,Synopsys Inc.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-3163.52,-40.02,0.0,-3163.52,0.0001,2.0,0.0,-599.84,-7.59,0.0,-1582.0,43 days 12:00:00,2,0.0,100.0,0.0
413,SYY,Sysco Corp.,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-322.4,-1.59,2994.42,-3316.82,6.0,4.0,60.0,-1125.6,-5.54,499.0,-829.0,12 days 02:24:00,10,0.0,100.0,0.9
414,TROW,T. Rowe Price Group,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,965.84,9.89,1894.04,-928.2,5.0,6.0,45.45,-668.86,-6.85,379.0,-155.0,13 days 19:38:10.909090,11,63.64,36.36,2.04
415,TTWO,Take-Two Interactive,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2360.31,-20.78,0.0,-2360.31,0.0001,1.0,0.01,-2054.8,-18.09,0.0,-2360.0,0 days 00:00:00,1,0.0,100.0,0.0
416,TPR,"Tapestry, Inc.",Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-412.61,-3.33,3221.13,-3633.74,7.0,4.0,63.64,-1834.88,-14.82,460.0,-908.0,15 days 10:54:32.727272,11,90.91,9.09,0.89
417,TGT,Target Corp.,Consumer Discretionary,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1745.62,11.03,5736.18,-3990.56,10.0,4.0,71.43,-982.45,-6.21,574.0,-998.0,14 days 18:51:25.714285,14,64.29,35.71,1.44
418,TEL,TE Connectivity Ltd.,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,4589.3,53.64,4860.87,-271.57,19.0,4.0,82.61,-399.49,-4.67,256.0,-68.0,8 days 01:02:36.521739,23,69.57,30.43,17.9
419,FTI,TechnipFMC,Energy,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,-2389.39,-34.45,1035.32,-3424.71,4.0,4.0,50.0,-625.14,-9.01,259.0,-856.0,27 days 06:00:00,8,37.5,62.5,0.3
420,TXN,Texas Instruments,Information Technology,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2989.07,36.03,3597.6,-608.53,5.0,2.0,71.43,-427.35,-5.15,720.0,-304.0,31 days 00:00:00,7,100.0,0.0,5.91
421,TXT,Textron Inc.,Industrials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,2133.12,38.67,3295.5,-1162.38,11.0,8.0,57.89,-758.08,-13.74,300.0,-145.0,7 days 20:12:37.894736,19,10.53,89.47,2.84
422,BK,The Bank of New York Mellon Corp.,Financials,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1656.94,17.24,3071.9,-1414.96,15.0,6.0,71.43,-859.04,-8.94,205.0,-236.0,9 days 03:25:42.857142,21,47.62,52.38,2.17
423,CLX,The Clorox Company,Consumer Staples,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,6727.23,27.9,8236.96,-1509.73,17.0,5.0,77.27,-1621.62,-6.73,485.0,-302.0,8 days 08:43:38.181818,22,9.09,90.91,5.46
424,COO,The Cooper Companies,Health Care,234 days 00:00:00,2018-12-17 00:00:00,2019-08-08 00:00:00,1770.93,16.78,3490.05,-1719.12,12.0,4.0,75.0,-516.43,-4.89,291.0,-430.0,9 days 21:00:00,16,18.75,81.25,2.03
