Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"October 28, 2019"
Statement,Data,WhenGenerated,"2019-10-29, 10:23:52 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,CSS Alpha Fund Ltd
Account Information,Data,Account,DU1507428
Account Information,Data,Master Name,CSS Alpha Fund Ltd
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Portfolio Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,474757.437807308,558576.105984271,0,558576.105984271,83818.668176963
Net Asset Value,Data,Stock,28022.13,1032973.16,-1088135.27,-55162.11,-83184.24
Net Asset Value,Data,Interest Accruals,-573.41,353.38,-954.71,-601.33,-27.92
Net Asset Value,Data,Total,502206.157807308,1591902.645984271,-1089089.98,502812.665984271,606.508176963
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.120768765%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,502206.157807308
Change in NAV,Data,Mark-to-Market,670.87
Change in NAV,Data,Change in Interest Accruals,-27.92
Change in NAV,Data,Commissions,-36.441823037
Change in NAV,Data,Ending Value,502812.665984271
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Open Positions,Data,Summary,Stocks,USD,PKG,95,1,105.760526316,10047.25,112.51,10688.45,641.2,6.38,
Open Positions,Data,Summary,Stocks,USD,PM,129,1,77.607751938,10011.4,82.09,10589.61,578.21,5.78,
Open Positions,Data,Summary,Stocks,USD,PNW,-103,1,97.372331175,-10029.350111,92.23,-9499.69,529.660111,5.28,
Open Positions,Data,Summary,Stocks,USD,PPG,-83,1,124.055264554,-10296.586958,123.71,-10267.93,28.656958,0.28,
Open Positions,Data,Summary,Stocks,USD,PPL,-322,1,31.124919826,-10022.224184,32.94,-10606.68,-584.455816,-5.83,
Open Positions,Data,Summary,Stocks,USD,PSX,-91,1,112.046572352,-10196.238084,117.25,-10669.75,-473.511916,-4.64,
Open Positions,Data,Summary,Stocks,USD,PVH,-115,1,87.199380096,-10027.928711,89.67,-10312.05,-284.121289,-2.83,
Open Positions,Data,Summary,Stocks,USD,PWR,-243,1,41.164028782,-10002.858994,42.08,-10225.44,-222.581006,-2.23,
Open Positions,Data,Summary,Stocks,USD,PXD,75,1,130.583333333,9793.75,125.55,9416.25,-377.5,-3.85,
Open Positions,Data,Summary,Stocks,USD,PYPL,97,1,103.310309278,10021.1,106.6,10340.2,319.1,3.18,
Open Positions,Data,Summary,Stocks,USD,QRVO,126,1,79.577936508,10026.82,80.32,10120.32,93.5,0.93,
Open Positions,Data,Summary,Stocks,USD,RCL,-94,1,107.217023043,-10078.400166,112.2,-10546.8,-468.399834,-4.65,
Open Positions,Data,Summary,Stocks,USD,RE,-38,1,259.888184868,-9875.751025,247.02,-9386.76,488.991025,4.95,
Open Positions,Data,Summary,Stocks,USD,REG,147,1,67.876802721,9977.89,68.08,10007.76,29.87,0.30,
Open Positions,Data,Summary,Stocks,USD,REGN,33,1,306.85030303,10126.06,308.56,10182.48,56.42,0.56,
Open Positions,Data,Summary,Stocks,USD,RHI,-23,1,55.355255957,-1273.170887,59.19,-1361.37,-88.199113,-6.93,
Open Positions,Data,Summary,Stocks,USD,ROK,57,1,173.99754386,9917.86,176.74,10074.18,156.32,1.58,
Open Positions,Data,Summary,Stocks,USD,ROL,-279,1,36.004135591,-10045.15383,38,-10602,-556.84617,-5.54,
Open Positions,Data,Summary,Stocks,USD,RSG,116,1,86.27862069,10008.32,86.04,9980.64,-27.68,-0.28,
Open Positions,Data,Summary,Stocks,USD,RTN,-50,1,199.4057528,-9970.28764,211.61,-10580.5,-610.21236,-6.12,
Open Positions,Data,Summary,Stocks,USD,SBUX,116,1,86.20862069,10000.2,83.6,9697.6,-302.6,-3.03,
Open Positions,Data,Summary,Stocks,USD,SEE,-243,1,41.134029399,-9995.569144,42.04,-10215.72,-220.150856,-2.20,
Open Positions,Data,Summary,Stocks,USD,SHW,-18,1,565.692614222,-10182.467056,578.24,-10408.32,-225.852944,-2.22,
Open Positions,Data,Summary,Stocks,USD,SIVB,-46,1,220.483577304,-10142.244556,227.28,-10454.88,-312.635444,-3.08,
Open Positions,Data,Summary,Stocks,USD,SLG,-121,1,82.669905058,-10003.058512,82.26,-9953.46,49.598512,0.50,
Open Positions,Data,Summary,Stocks,USD,SNA,-64,1,158.140982094,-10121.022854,166.33,-10645.12,-524.097146,-5.18,
Open Positions,Data,Summary,Stocks,USD,SO,164,1,60.656097561,9947.6,61.01,10005.64,58.04,0.58,
Open Positions,Data,Summary,Stocks,USD,SPB,12,1,54.052278417,648.627341,50.54,606.48,-42.147342,-6.50,
Open Positions,Data,Summary,Stocks,USD,SPG,-8,1,155.241664875,-1241.933319,153.84,-1230.72,11.213319,0.90,
Open Positions,Data,Summary,Stocks,USD,SRE,-69,1,144.682392957,-9983.085114,141.17,-9740.73,242.355114,2.43,
Open Positions,Data,Summary,Stocks,USD,SWKS,-118,1,86.049624983,-10153.855748,91.66,-10815.88,-662.024252,-6.52,
Open Positions,Data,Summary,Stocks,USD,SYMC,434,1,23.065,10010.21,22.85,9916.9,-93.31,-0.93,
Open Positions,Data,Summary,Stocks,USD,TDG,19,1,528.782631579,10046.87,527.52,10022.88,-23.99,-0.24,
Open Positions,Data,Summary,Stocks,USD,TFX,-30,1,337.9195519,-10137.586557,327.34,-9820.2,317.386557,3.13,
Open Positions,Data,Summary,Stocks,USD,TGT,-89,1,113.246300562,-10078.92075,109.72,-9765.08,313.84075,3.11,
Open Positions,Data,Summary,Stocks,USD,TIF,-102,1,127.977427686,-13053.697624,129.72,-13231.44,-177.742376,-1.36,
Open Positions,Data,Summary,Stocks,USD,TRIP,-268,1,37.808090787,-10132.568331,40.52,-10859.36,-726.791669,-7.17,
Open Positions,Data,Summary,Stocks,USD,TRV,71,1,141.514084507,10047.5,129.3,9180.3,-867.2,-8.63,
Open Positions,Data,Summary,Stocks,USD,TXT,212,1,47.350283019,10038.26,47.03,9970.36,-67.9,-0.68,
Open Positions,Data,Summary,Stocks,USD,UAA,-509,1,19.800541741,-10078.475746,21.19,-10785.71,-707.234254,-7.02,
Open Positions,Data,Summary,Stocks,USD,UHS,68,1,147.064705882,10000.4,138.08,9389.44,-610.96,-6.11,
Open Positions,Data,Summary,Stocks,USD,ULTA,41,1,245.384390244,10060.76,241.74,9911.34,-149.42,-1.49,
Open Positions,Data,Summary,Stocks,USD,UNP,60,1,165.496666667,9929.8,170.75,10245,315.2,3.17,
Open Positions,Data,Summary,Stocks,USD,UPS,-86,1,115.775856244,-9956.723637,116.25,-9997.5,-40.776363,-0.41,
Open Positions,Data,Summary,Stocks,USD,UTX,73,1,137.82369863,10061.13,143.04,10441.92,380.79,3.78,
Open Positions,Data,Summary,Stocks,USD,VAR,83,1,120.552048193,10005.82,122.2,10142.6,136.78,1.37,
Open Positions,Data,Summary,Stocks,USD,VFC,119,1,84.323613445,10034.51,83.45,9930.55,-103.96,-1.04,
Open Positions,Data,Summary,Stocks,USD,VIAB,48,1,25.830833333,1239.88,21.53,1033.44,-206.44,-16.65,
Open Positions,Data,Summary,Stocks,USD,VLO,-110,1,91.568894382,-10072.578382,100.07,-11007.7,-935.121618,-9.28,
Open Positions,Data,Summary,Stocks,USD,VMC,68,1,147.744705882,10046.64,145.71,9908.28,-138.36,-1.38,
Open Positions,Data,Summary,Stocks,USD,VRTX,-52,1,194.686619731,-10123.704226,194.02,-10089.04,34.664226,0.34,
Open Positions,Data,Summary,Stocks,USD,WAB,157,1,63.726369427,10005.04,70,10990,984.96,9.84,
Open Positions,Data,Summary,Stocks,USD,WAT,46,1,219.54173913,10098.92,220.11,10125.06,26.14,0.26,
Open Positions,Data,Summary,Stocks,USD,WCG,-37,1,269.167281541,-9959.189417,280.9,-10393.3,-434.110583,-4.36,
Open Positions,Data,Summary,Stocks,USD,WFC,-201,1,50.203841657,-10090.972173,51.65,-10381.65,-290.677827,-2.88,
Open Positions,Data,Summary,Stocks,USD,WHR,-62,1,162.230393387,-10058.28439,154.54,-9581.48,476.80439,4.74,
Open Positions,Data,Summary,Stocks,USD,WRK,35,1,35.988571429,1259.6,38.44,1345.4,85.8,6.81,
Open Positions,Data,Summary,Stocks,USD,WU,456,1,21.945,10006.92,25.02,11409.12,1402.2,14.01,
Open Positions,Data,Summary,Stocks,USD,WYNN,-88,1,114.246152182,-10053.661392,123,-10824,-770.338608,-7.66,
Open Positions,Data,Summary,Stocks,USD,XEC,-215,1,46.713913898,-10043.491488,44.57,-9582.55,460.941488,4.59,
Open Positions,Data,Summary,Stocks,USD,XEL,155,1,64.736451613,10034.15,62.44,9678.2,-355.95,-3.55,
Open Positions,Data,Summary,Stocks,USD,XLNX,105,1,95.09952381,9985.45,94.75,9948.75,-36.7,-0.37,
Open Positions,Data,Summary,Stocks,USD,XRAY,187,1,53.575347594,10018.59,53.35,9976.45,-42.14,-0.42,
Open Positions,Data,Summary,Stocks,USD,XRX,329,1,30.395,9999.955,30.79,10129.91,129.955,1.30,
Open Positions,Data,Summary,Stocks,USD,ZBH,-73,1,136.153363658,-9939.195547,135.95,-9924.35,14.845547,0.15,
Open Positions,Total,,Stocks,USD,,,,,-44297.221263,,-55162.11,-10864.888738,,
Net Stock Position Summary,Header,Asset Category,Currency,Symbol,Description,Shares at IB,Shares Borrowed,Shares Lent,Net Shares
Net Stock Position Summary,Data,Stocks,USD,ABC,AMERISOURCEBERGEN CORP.,-123,0,0,-123
Net Stock Position Summary,Data,Stocks,USD,ACN,ACCENTURE PLC-CL A,52,0,0,52
Net Stock Position Summary,Data,Stocks,USD,ADBE,ADOBE INC,4,0,0,4
Net Stock Position Summary,Data,Stocks,USD,ADI,ANALOG DEVICES INC,91,0,0,91
Net Stock Position Summary,Data,Stocks,USD,ADP,AUTOMATIC DATA PROCESSING,-62,0,0,-62
Net Stock Position Summary,Data,Stocks,USD,ADSK,AUTODESK INC,69,0,0,69
Net Stock Position Summary,Data,Stocks,USD,AEP,AMERICAN ELECTRIC POWER,107,0,0,107
Net Stock Position Summary,Data,Stocks,USD,AES,AES CORP,-633,0,0,-633
Net Stock Position Summary,Data,Stocks,USD,AFL,AFLAC INC,-196,0,0,-196
Net Stock Position Summary,Data,Stocks,USD,AIV,APARTMENT INVT & MGMT CO -A,-24,0,0,-24
Net Stock Position Summary,Data,Stocks,USD,AIZ,ASSURANT INC,-80,0,0,-80
Net Stock Position Summary,Data,Stocks,USD,ALB,ALBEMARLE CORP,147,0,0,147
Net Stock Position Summary,Data,Stocks,USD,ALGN,ALIGN TECHNOLOGY INC,54,0,0,54
Net Stock Position Summary,Data,Stocks,USD,ALK,ALASKA AIR GROUP INC,-150,0,0,-150
Net Stock Position Summary,Data,Stocks,USD,ALLE,ALLEGION PLC,-97,0,0,-97
Net Stock Position Summary,Data,Stocks,USD,AMP,AMERIPRISE FINANCIAL INC,-76,0,0,-76
Net Stock Position Summary,Data,Stocks,USD,AMZN,AMAZON.COM INC,1,0,0,1
Net Stock Position Summary,Data,Stocks,USD,ANET,ARISTA NETWORKS INC,-42,0,0,-42
Net Stock Position Summary,Data,Stocks,USD,ANTM,ANTHEM INC,-5,0,0,-5
Net Stock Position Summary,Data,Stocks,USD,AOS,SMITH (A.O.) CORP,200,0,0,200
Net Stock Position Summary,Data,Stocks,USD,APH,AMPHENOL CORP-CL A,-104,0,0,-104
Net Stock Position Summary,Data,Stocks,USD,APTV,APTIV PLC,111,0,0,111
Net Stock Position Summary,Data,Stocks,USD,AVB,AVALONBAY COMMUNITIES INC,-47,0,0,-47
Net Stock Position Summary,Data,Stocks,USD,AVY,AVERY DENNISON CORP,-89,0,0,-89
Net Stock Position Summary,Data,Stocks,USD,AXP,AMERICAN EXPRESS CO,84,0,0,84
Net Stock Position Summary,Data,Stocks,USD,BBY,BEST BUY CO INC,-137,0,0,-137
Net Stock Position Summary,Data,Stocks,USD,BDX,BECTON DICKINSON AND CO,40,0,0,40
Net Stock Position Summary,Data,Stocks,USD,BEN,FRANKLIN RESOURCES INC,370,0,0,370
Net Stock Position Summary,Data,Stocks,USD,BIIB,BIOGEN INC,42,0,0,42
Net Stock Position Summary,Data,Stocks,USD,BK,BANK OF NEW YORK MELLON CORP,216,0,0,216
Net Stock Position Summary,Data,Stocks,USD,BLK,BLACKROCK INC,-22,0,0,-22
Net Stock Position Summary,Data,Stocks,USD,BSX,BOSTON SCIENTIFIC CORP,-260,0,0,-260
Net Stock Position Summary,Data,Stocks,USD,BWA,BORGWARNER INC,-252,0,0,-252
Net Stock Position Summary,Data,Stocks,USD,C,CITIGROUP INC,-147,0,0,-147
Net Stock Position Summary,Data,Stocks,USD,CAH,CARDINAL HEALTH INC,-202,0,0,-202
Net Stock Position Summary,Data,Stocks,USD,CDNS,CADENCE DESIGN SYS INC,156,0,0,156
Net Stock Position Summary,Data,Stocks,USD,CERN,CERNER CORP,-147,0,0,-147
Net Stock Position Summary,Data,Stocks,USD,CFG,CITIZENS FINANCIAL GROUP,-279,0,0,-279
Net Stock Position Summary,Data,Stocks,USD,CHTR,CHARTER COMMUNICATIONS INC-A,-23,0,0,-23
Net Stock Position Summary,Data,Stocks,USD,CI,CIGNA CORP,-61,0,0,-61
Net Stock Position Summary,Data,Stocks,USD,CINF,CINCINNATI FINANCIAL CORP,88,0,0,88
Net Stock Position Summary,Data,Stocks,USD,CL,COLGATE-PALMOLIVE CO,142,0,0,142
Net Stock Position Summary,Data,Stocks,USD,COF,CAPITAL ONE FINANCIAL CORP,111,0,0,111
Net Stock Position Summary,Data,Stocks,USD,COG,CABOT OIL & GAS CORP,-533,0,0,-533
Net Stock Position Summary,Data,Stocks,USD,COO,COOPER COS INC/THE,4,0,0,4
Net Stock Position Summary,Data,Stocks,USD,CRM,SALESFORCE.COM INC,66,0,0,66
Net Stock Position Summary,Data,Stocks,USD,CSCO,CISCO SYSTEMS INC,-216,0,0,-216
Net Stock Position Summary,Data,Stocks,USD,CTSH,COGNIZANT TECH SOLUTIONS-A,163,0,0,163
Net Stock Position Summary,Data,Stocks,USD,CVS,CVS HEALTH CORP,-151,0,0,-151
Net Stock Position Summary,Data,Stocks,USD,CVX,CHEVRON CORP,88,0,0,88
Net Stock Position Summary,Data,Stocks,USD,CXO,CONCHO RESOURCES INC,140,0,0,140
Net Stock Position Summary,Data,Stocks,USD,D,DOMINION ENERGY INC,-128,0,0,-128
Net Stock Position Summary,Data,Stocks,USD,DD,DUPONT DE NEMOURS INC,150,0,0,150
Net Stock Position Summary,Data,Stocks,USD,DE,DEERE & CO,-62,0,0,-62
Net Stock Position Summary,Data,Stocks,USD,DGX,QUEST DIAGNOSTICS INC,97,0,0,97
Net Stock Position Summary,Data,Stocks,USD,DHI,DR HORTON INC,-186,0,0,-186
Net Stock Position Summary,Data,Stocks,USD,DISCK,DISCOVERY INC-C,-401,0,0,-401
Net Stock Position Summary,Data,Stocks,USD,DISH,DISH NETWORK CORP-A,-288,0,0,-288
Net Stock Position Summary,Data,Stocks,USD,DLR,DIGITAL REALTY TRUST INC.,-75,0,0,-75
Net Stock Position Summary,Data,Stocks,USD,DOV,DOVER CORP,-100,0,0,-100
Net Stock Position Summary,Data,Stocks,USD,DRE,DUKE REALTY CORP,-295,0,0,-295
Net Stock Position Summary,Data,Stocks,USD,DVN,DEVON ENERGY CORP,454,0,0,454
Net Stock Position Summary,Data,Stocks,USD,EBAY,EBAY INC,-258,0,0,-258
Net Stock Position Summary,Data,Stocks,USD,ECL,ECOLAB INC,52,0,0,52
Net Stock Position Summary,Data,Stocks,USD,ED,CONSOLIDATED EDISON INC,-108,0,0,-108
Net Stock Position Summary,Data,Stocks,USD,EIX,EDISON INTL,140,0,0,140
Net Stock Position Summary,Data,Stocks,USD,EMN,EASTMAN CHEMICAL CO,-137,0,0,-137
Net Stock Position Summary,Data,Stocks,USD,EOG,EOG RESOURCES INC,140,0,0,140
Net Stock Position Summary,Data,Stocks,USD,ESS,ESSEX PROPERTY TRUST INC,4,0,0,4
Net Stock Position Summary,Data,Stocks,USD,ETFC,E*TRADE FINANCIAL CORPORATION,244,0,0,244
Net Stock Position Summary,Data,Stocks,USD,ETN,EATON CORP PLC,118,0,0,118
Net Stock Position Summary,Data,Stocks,USD,EXR,EXTRA SPACE STORAGE INC,-86,0,0,-86
Net Stock Position Summary,Data,Stocks,USD,FAST,FASTENAL CO,321,0,0,321
Net Stock Position Summary,Data,Stocks,USD,FB,FACEBOOK INC-CLASS A,55,0,0,55
Net Stock Position Summary,Data,Stocks,USD,FBHS,FORTUNE BRANDS HOME & SECURI,164,0,0,164
Net Stock Position Summary,Data,Stocks,USD,FCX,FREEPORT-MCMORAN INC,1090,0,0,1090
Net Stock Position Summary,Data,Stocks,USD,FITB,FIFTH THIRD BANCORP,378,0,0,378
Net Stock Position Summary,Data,Stocks,USD,FLS,FLOWSERVE CORP,225,0,0,225
Net Stock Position Summary,Data,Stocks,USD,FRC,FIRST REPUBLIC BANK/CA,-94,0,0,-94
Net Stock Position Summary,Data,Stocks,USD,FTI,TECHNIPFMC PLC,-484,0,0,-484
Net Stock Position Summary,Data,Stocks,USD,GD,GENERAL DYNAMICS CORP,-57,0,0,-57
Net Stock Position Summary,Data,Stocks,USD,GM,GENERAL MOTORS CO,279,0,0,279
Net Stock Position Summary,Data,Stocks,USD,GOOG,ALPHABET INC-CL C,-8,0,0,-8
Net Stock Position Summary,Data,Stocks,USD,GOOGL,ALPHABET INC-CL A,-8,0,0,-8
Net Stock Position Summary,Data,Stocks,USD,GPC,GENUINE PARTS CO,96,0,0,96
Net Stock Position Summary,Data,Stocks,USD,GS,GOLDMAN SACHS GROUP INC,-48,0,0,-48
Net Stock Position Summary,Data,Stocks,USD,GWW,WW GRAINGER INC,-33,0,0,-33
Net Stock Position Summary,Data,Stocks,USD,HAS,HASBRO INC,82,0,0,82
Net Stock Position Summary,Data,Stocks,USD,HBI,HANESBRANDS INC.,-689,0,0,-689
Net Stock Position Summary,Data,Stocks,USD,HCA,HCA HEALTHCARE INC,80,0,0,80
Net Stock Position Summary,Data,Stocks,USD,HES,HESS CORP,-152,0,0,-152
Net Stock Position Summary,Data,Stocks,USD,HFC,HOLLYFRONTIER CORP,-175,0,0,-175
Net Stock Position Summary,Data,Stocks,USD,HIG,HARTFORD FINANCIAL SVCS GRP,170,0,0,170
Net Stock Position Summary,Data,Stocks,USD,HOLX,HOLOGIC INC,-210,0,0,-210
Net Stock Position Summary,Data,Stocks,USD,HPE,HEWLETT PACKARD ENTERPRISE,660,0,0,660
Net Stock Position Summary,Data,Stocks,USD,HPQ,HP INC,584,0,0,584
Net Stock Position Summary,Data,Stocks,USD,HRB,H&R BLOCK INC,-424,0,0,-424
Net Stock Position Summary,Data,Stocks,USD,HSIC,HENRY SCHEIN INC,161,0,0,161
Net Stock Position Summary,Data,Stocks,USD,HST,HOST HOTELS & RESORTS INC,591,0,0,591
Net Stock Position Summary,Data,Stocks,USD,IBM,INTL BUSINESS MACHINES CORP,70,0,0,70
Net Stock Position Summary,Data,Stocks,USD,IEX,IDEX CORP,7,0,0,7
Net Stock Position Summary,Data,Stocks,USD,IPG,INTERPUBLIC GROUP OF COS INC,488,0,0,488
Net Stock Position Summary,Data,Stocks,USD,IPGP,IPG PHOTONICS CORP,72,0,0,72
Net Stock Position Summary,Data,Stocks,USD,IR,INGERSOLL-RAND PLC,85,0,0,85
Net Stock Position Summary,Data,Stocks,USD,IRM,IRON MOUNTAIN INC,304,0,0,304
Net Stock Position Summary,Data,Stocks,USD,ISRG,INTUITIVE SURGICAL INC,-19,0,0,-19
Net Stock Position Summary,Data,Stocks,USD,IT,GARTNER INC,69,0,0,69
Net Stock Position Summary,Data,Stocks,USD,IVZ,INVESCO LTD,589,0,0,589
Net Stock Position Summary,Data,Stocks,USD,JBHT,HUNT (JB) TRANSPRT SVCS INC,92,0,0,92
Net Stock Position Summary,Data,Stocks,USD,JEC,JACOBS ENGINEERING GROUP INC,-107,0,0,-107
Net Stock Position Summary,Data,Stocks,USD,JEF,JEFFERIES FINANCIAL GROUP IN,494,0,0,494
Net Stock Position Summary,Data,Stocks,USD,JNJ,JOHNSON & JOHNSON,-77,0,0,-77
Net Stock Position Summary,Data,Stocks,USD,JNPR,JUNIPER NETWORKS INC,-420,0,0,-420
Net Stock Position Summary,Data,Stocks,USD,JPM,JPMORGAN CHASE & CO,-88,0,0,-88
Net Stock Position Summary,Data,Stocks,USD,JWN,NORDSTROM INC,-312,0,0,-312
Net Stock Position Summary,Data,Stocks,USD,K,KELLOGG CO,20,0,0,20
Net Stock Position Summary,Data,Stocks,USD,KIM,KIMCO REALTY CORP,-998,0,0,-998
Net Stock Position Summary,Data,Stocks,USD,KLAC,KLA CORP,-63,0,0,-63
Net Stock Position Summary,Data,Stocks,USD,KMX,CARMAX INC,118,0,0,118
Net Stock Position Summary,Data,Stocks,USD,KO,COCA-COLA CO/THE,185,0,0,185
Net Stock Position Summary,Data,Stocks,USD,KSS,KOHLS CORP,-26,0,0,-26
Net Stock Position Summary,Data,Stocks,USD,LB,L BRANDS INC,-566,0,0,-566
Net Stock Position Summary,Data,Stocks,USD,LEG,LEGGETT & PLATT INC,244,0,0,244
Net Stock Position Summary,Data,Stocks,USD,LRCX,LAM RESEARCH CORP,42,0,0,42
Net Stock Position Summary,Data,Stocks,USD,LUV,SOUTHWEST AIRLINES CO,-187,0,0,-187
Net Stock Position Summary,Data,Stocks,USD,LYB,LYONDELLBASELL INDU-CL A,-119,0,0,-119
Net Stock Position Summary,Data,Stocks,USD,MAA,MID-AMERICA APARTMENT COMM,-77,0,0,-77
Net Stock Position Summary,Data,Stocks,USD,MCHP,MICROCHIP TECHNOLOGY INC,-107,0,0,-107
Net Stock Position Summary,Data,Stocks,USD,MCK,MCKESSON CORP,66,0,0,66
Net Stock Position Summary,Data,Stocks,USD,MDT,MEDTRONIC PLC,94,0,0,94
Net Stock Position Summary,Data,Stocks,USD,MGM,MGM RESORTS INTERNATIONAL,-370,0,0,-370
Net Stock Position Summary,Data,Stocks,USD,MLM,MARTIN MARIETTA MATERIALS,-38,0,0,-38
Net Stock Position Summary,Data,Stocks,USD,MO,ALTRIA GROUP INC,241,0,0,241
Net Stock Position Summary,Data,Stocks,USD,MOS,MOSAIC CO/THE,521,0,0,521
Net Stock Position Summary,Data,Stocks,USD,MPC,MARATHON PETROLEUM CORP,-154,0,0,-154
Net Stock Position Summary,Data,Stocks,USD,MRK,MERCK & CO INC,119,0,0,119
Net Stock Position Summary,Data,Stocks,USD,MRO,MARATHON OIL CORP,-820,0,0,-820
Net Stock Position Summary,Data,Stocks,USD,MTB,M & T BANK CORP,64,0,0,64
Net Stock Position Summary,Data,Stocks,USD,MU,MICRON TECHNOLOGY INC,233,0,0,233
Net Stock Position Summary,Data,Stocks,USD,NCLH,NORWEGIAN CRUISE LINE HOLDIN,202,0,0,202
Net Stock Position Summary,Data,Stocks,USD,NKE,NIKE INC -CL B,109,0,0,109
Net Stock Position Summary,Data,Stocks,USD,NOC,NORTHROP GRUMMAN CORP,-3,0,0,-3
Net Stock Position Summary,Data,Stocks,USD,NOV,NATIONAL OILWELL VARCO INC,-491,0,0,-491
Net Stock Position Summary,Data,Stocks,USD,NTRS,NORTHERN TRUST CORP,-113,0,0,-113
Net Stock Position Summary,Data,Stocks,USD,NUE,NUCOR CORP,188,0,0,188
Net Stock Position Summary,Data,Stocks,USD,NVDA,NVIDIA CORP,7,0,0,7
Net Stock Position Summary,Data,Stocks,USD,NWS,NEWS CORP - CLASS B,-704,0,0,-704
Net Stock Position Summary,Data,Stocks,USD,NWSA,NEWS CORP - CLASS A,-734,0,0,-734
Net Stock Position Summary,Data,Stocks,USD,ORCL,ORACLE CORP,185,0,0,185
Net Stock Position Summary,Data,Stocks,USD,PAYX,PAYCHEX INC,118,0,0,118
Net Stock Position Summary,Data,Stocks,USD,PEG,PUBLIC SERVICE ENTERPRISE GP,-162,0,0,-162
Net Stock Position Summary,Data,Stocks,USD,PFE,PFIZER INC,279,0,0,279
Net Stock Position Summary,Data,Stocks,USD,PG,PROCTER & GAMBLE CO/THE,82,0,0,82
Net Stock Position Summary,Data,Stocks,USD,PHM,PULTE GROUP INC,-278,0,0,-278
Net Stock Position Summary,Data,Stocks,USD,PKG,PACKAGING CORP OF AMERICA,95,0,0,95
Net Stock Position Summary,Data,Stocks,USD,PM,PHILIP MORRIS INTERNATIONAL,129,0,0,129
Net Stock Position Summary,Data,Stocks,USD,PNW,PINNACLE WEST CAPITAL,-103,0,0,-103
Net Stock Position Summary,Data,Stocks,USD,PPG,PPG INDUSTRIES INC,-83,0,0,-83
Net Stock Position Summary,Data,Stocks,USD,PPL,PPL CORPORATION,-322,0,0,-322
Net Stock Position Summary,Data,Stocks,USD,PSX,PHILLIPS 66,-91,0,0,-91
Net Stock Position Summary,Data,Stocks,USD,PVH,PVH CORP,-115,0,0,-115
Net Stock Position Summary,Data,Stocks,USD,PWR,QUANTA SERVICES INC,-243,0,0,-243
Net Stock Position Summary,Data,Stocks,USD,PXD,PIONEER NATURAL RESOURCES CO,75,0,0,75
Net Stock Position Summary,Data,Stocks,USD,PYPL,PAYPAL HOLDINGS INC,97,0,0,97
Net Stock Position Summary,Data,Stocks,USD,QRVO,QORVO INC,126,0,0,126
Net Stock Position Summary,Data,Stocks,USD,RCL,ROYAL CARIBBEAN CRUISES LTD,-94,0,0,-94
Net Stock Position Summary,Data,Stocks,USD,RE,EVEREST RE GROUP LTD,-38,0,0,-38
Net Stock Position Summary,Data,Stocks,USD,REG,REGENCY CENTERS CORP,147,0,0,147
Net Stock Position Summary,Data,Stocks,USD,REGN,REGENERON PHARMACEUTICALS,33,0,0,33
Net Stock Position Summary,Data,Stocks,USD,RHI,ROBERT HALF INTL INC,-23,0,0,-23
Net Stock Position Summary,Data,Stocks,USD,ROK,ROCKWELL AUTOMATION INC,57,0,0,57
Net Stock Position Summary,Data,Stocks,USD,ROL,ROLLINS INC,-279,0,0,-279
Net Stock Position Summary,Data,Stocks,USD,RSG,REPUBLIC SERVICES INC,116,0,0,116
Net Stock Position Summary,Data,Stocks,USD,RTN,RAYTHEON COMPANY,-50,0,0,-50
Net Stock Position Summary,Data,Stocks,USD,SBUX,STARBUCKS CORP,116,0,0,116
Net Stock Position Summary,Data,Stocks,USD,SEE,SEALED AIR CORP,-243,0,0,-243
Net Stock Position Summary,Data,Stocks,USD,SHW,SHERWIN-WILLIAMS CO/THE,-18,0,0,-18
Net Stock Position Summary,Data,Stocks,USD,SIVB,SVB FINANCIAL GROUP,-46,0,0,-46
Net Stock Position Summary,Data,Stocks,USD,SLG,SL GREEN REALTY CORP,-121,0,0,-121
Net Stock Position Summary,Data,Stocks,USD,SNA,SNAP-ON INC,-64,0,0,-64
Net Stock Position Summary,Data,Stocks,USD,SO,SOUTHERN CO/THE,164,0,0,164
Net Stock Position Summary,Data,Stocks,USD,SPB,SPECTRUM BRANDS HOLDINGS INC,12,0,0,12
Net Stock Position Summary,Data,Stocks,USD,SPG,SIMON PROPERTY GROUP INC,-8,0,0,-8
Net Stock Position Summary,Data,Stocks,USD,SRE,SEMPRA ENERGY,-69,0,0,-69
Net Stock Position Summary,Data,Stocks,USD,SWKS,SKYWORKS SOLUTIONS INC,-118,0,0,-118
