ID,ENSEIGNE,ADRESSE,COMPLEMENT,CODE POSTAL,COMMUNE,NATURE DU DEBIT
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
",,"
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
"
","
","
","
","
","
","
"
